IMG/center_2017_08_13_08_42_47_218.jpg,IMG/left_2017_08_13_08_42_47_218.jpg,IMG/right_2017_08_13_08_42_47_218.jpg,0,0,0,11.87078
IMG/center_2017_08_13_08_42_47_277.jpg,IMG/left_2017_08_13_08_42_47_277.jpg,IMG/right_2017_08_13_08_42_47_277.jpg,0,0,0,11.89637
IMG/center_2017_08_13_08_42_47_386.jpg,IMG/left_2017_08_13_08_42_47_386.jpg,IMG/right_2017_08_13_08_42_47_386.jpg,0,0,0,11.72461
IMG/center_2017_08_13_08_42_47_455.jpg,IMG/left_2017_08_13_08_42_47_455.jpg,IMG/right_2017_08_13_08_42_47_455.jpg,0,0,0,11.58213
IMG/center_2017_08_13_08_42_47_514.jpg,IMG/left_2017_08_13_08_42_47_514.jpg,IMG/right_2017_08_13_08_42_47_514.jpg,0,0,0,11.54661
IMG/center_2017_08_13_08_42_47_621.jpg,IMG/left_2017_08_13_08_42_47_621.jpg,IMG/right_2017_08_13_08_42_47_621.jpg,-0.1,0,0,11.43291
IMG/center_2017_08_13_08_42_47_680.jpg,IMG/left_2017_08_13_08_42_47_680.jpg,IMG/right_2017_08_13_08_42_47_680.jpg,-0.25,0,0,11.42709
IMG/center_2017_08_13_08_42_47_747.jpg,IMG/left_2017_08_13_08_42_47_747.jpg,IMG/right_2017_08_13_08_42_47_747.jpg,-0.4,0,0,11.2484
IMG/center_2017_08_13_08_42_47_840.jpg,IMG/left_2017_08_13_08_42_47_840.jpg,IMG/right_2017_08_13_08_42_47_840.jpg,0,0.2990579,0,11.39595
IMG/center_2017_08_13_08_42_47_952.jpg,IMG/left_2017_08_13_08_42_47_952.jpg,IMG/right_2017_08_13_08_42_47_952.jpg,-0.15,0.5983409,0,11.94027
IMG/center_2017_08_13_08_42_48_021.jpg,IMG/left_2017_08_13_08_42_48_021.jpg,IMG/right_2017_08_13_08_42_48_021.jpg,0,0.844488,0,12.60867
IMG/center_2017_08_13_08_42_48_100.jpg,IMG/left_2017_08_13_08_42_48_100.jpg,IMG/right_2017_08_13_08_42_48_100.jpg,0,1,0,13.13297
IMG/center_2017_08_13_08_42_48_163.jpg,IMG/left_2017_08_13_08_42_48_163.jpg,IMG/right_2017_08_13_08_42_48_163.jpg,-0.2,1,0,13.95894
IMG/center_2017_08_13_08_42_48_231.jpg,IMG/left_2017_08_13_08_42_48_231.jpg,IMG/right_2017_08_13_08_42_48_231.jpg,-0.4,1,0,14.79861
IMG/center_2017_08_13_08_42_48_314.jpg,IMG/left_2017_08_13_08_42_48_314.jpg,IMG/right_2017_08_13_08_42_48_314.jpg,-0.6000001,1,0,15.57298
IMG/center_2017_08_13_08_42_48_397.jpg,IMG/left_2017_08_13_08_42_48_397.jpg,IMG/right_2017_08_13_08_42_48_397.jpg,-0.8000001,1,0,16.27459
IMG/center_2017_08_13_08_42_48_467.jpg,IMG/left_2017_08_13_08_42_48_467.jpg,IMG/right_2017_08_13_08_42_48_467.jpg,-0.9500002,1,0,16.67529
IMG/center_2017_08_13_08_42_48_537.jpg,IMG/left_2017_08_13_08_42_48_537.jpg,IMG/right_2017_08_13_08_42_48_537.jpg,-1,1,0,17.31604
IMG/center_2017_08_13_08_42_48_659.jpg,IMG/left_2017_08_13_08_42_48_659.jpg,IMG/right_2017_08_13_08_42_48_659.jpg,-1,1,0,18.4145
IMG/center_2017_08_13_08_42_48_769.jpg,IMG/left_2017_08_13_08_42_48_769.jpg,IMG/right_2017_08_13_08_42_48_769.jpg,0,1,0,19.28918
IMG/center_2017_08_13_08_42_48_865.jpg,IMG/left_2017_08_13_08_42_48_865.jpg,IMG/right_2017_08_13_08_42_48_865.jpg,0,1,0,20.24912
IMG/center_2017_08_13_08_42_48_963.jpg,IMG/left_2017_08_13_08_42_48_963.jpg,IMG/right_2017_08_13_08_42_48_963.jpg,0,1,0,21.19909
IMG/center_2017_08_13_08_42_49_065.jpg,IMG/left_2017_08_13_08_42_49_065.jpg,IMG/right_2017_08_13_08_42_49_065.jpg,0.15,1,0,22.21943
IMG/center_2017_08_13_08_42_49_165.jpg,IMG/left_2017_08_13_08_42_49_165.jpg,IMG/right_2017_08_13_08_42_49_165.jpg,0.4,1,0,23.08484
IMG/center_2017_08_13_08_42_49_232.jpg,IMG/left_2017_08_13_08_42_49_232.jpg,IMG/right_2017_08_13_08_42_49_232.jpg,0.6000001,1,0,23.71291
IMG/center_2017_08_13_08_42_49_299.jpg,IMG/left_2017_08_13_08_42_49_299.jpg,IMG/right_2017_08_13_08_42_49_299.jpg,0.7500002,1,0,24.13612
IMG/center_2017_08_13_08_42_49_670.jpg,IMG/left_2017_08_13_08_42_49_670.jpg,IMG/right_2017_08_13_08_42_49_670.jpg,1,1,0,26.46307
IMG/center_2017_08_13_08_42_49_759.jpg,IMG/left_2017_08_13_08_42_49_759.jpg,IMG/right_2017_08_13_08_42_49_759.jpg,0,1,0,27.10958
IMG/center_2017_08_13_08_42_49_836.jpg,IMG/left_2017_08_13_08_42_49_836.jpg,IMG/right_2017_08_13_08_42_49_836.jpg,0,1,0,27.73757
